time,obs,model
2018-09-16 05:00:00,9.1,7.591208452562983
2018-09-16 06:00:00,9.0,8.490703210902204
2018-09-16 07:00:00,8.8,8.939719611428371
2018-09-16 08:00:00,7.9,8.463416866067044
2018-09-16 09:00:00,7.4,7.506961643302414
2018-09-16 11:00:00,4.8,8.394692115431669
2018-09-16 12:00:00,6.5,7.945975036904494
2018-09-16 13:00:00,5.8,7.540653673568826
2018-09-16 14:00:00,7.7,6.936331435753419
2018-09-16 15:00:00,6.7,5.848327149744571
2018-09-16 16:00:00,7.5,5.910543505984269
2018-09-16 17:00:00,7.4,6.559755750621551
2018-09-16 18:00:00,5.3,6.754402138027281
2018-09-16 19:00:00,7.0,7.986988453610376
2018-09-16 20:00:00,6.9,9.154351672347726
2018-09-16 21:00:00,6.1,8.900314119774878
2018-09-16 22:00:00,6.9,9.068958585563182
2018-09-16 23:00:00,5.5,8.369016872991125
2018-09-17 00:00:00,3.2,7.839705073979037
2018-09-17 01:00:00,6.9,7.587937127833693
2018-09-17 02:00:00,4.8,6.8131142435600465
2018-09-17 03:00:00,6.9,7.484910917905077
2018-09-17 04:00:00,7.1,7.368956077483092
2018-09-17 05:00:00,8.0,9.91160077974743
2018-09-17 06:00:00,5.5,12.24841298313658
2018-09-17 07:00:00,5.9,11.098055667530659
2018-09-17 08:00:00,5.8,11.105318640715195
2018-09-17 09:00:00,6.6,12.003747990536644
2018-09-17 10:00:00,5.6,13.220208991587462
2018-09-17 11:00:00,3.8,13.203710924499005
2018-09-17 12:00:00,7.1,13.518383930838867
2018-09-17 13:00:00,6.5,13.04263123346618
2018-09-17 14:00:00,5.9,12.691124309156725
2018-09-17 15:00:00,6.3,12.716697733496586
2018-09-17 16:00:00,6.3,11.939022905763098
2018-09-17 19:00:00,9.4,10.708675354320826
2018-09-17 20:00:00,5.6,10.455304521589037
2018-09-17 21:00:00,9.2,11.599611183753437
2018-09-17 22:00:00,6.5,11.918729234586328
2018-09-17 23:00:00,5.4,11.795968896286071
