time,obs,model
2018-09-16 05:00:00,7.4,279.17852783203125
2018-09-16 06:00:00,7.3,279.5635986328125
2018-09-16 07:00:00,7.5,279.29559326171875
2018-09-16 08:00:00,7.7,279.2650146484375
2018-09-16 09:00:00,7.8,279.50634765625
2018-09-16 10:00:00,8.4,279.821533203125
2018-09-16 11:00:00,8.5,279.783447265625
2018-09-16 12:00:00,8.0,279.669677734375
2018-09-16 13:00:00,8.2,279.658447265625
2018-09-16 14:00:00,8.0,279.58349609375
2018-09-16 15:00:00,7.8,279.43115234375
2018-09-16 16:00:00,7.3,279.40283203125
2018-09-16 17:00:00,7.3,279.20166015625
2018-09-16 18:00:00,7.3,279.29638671875
2018-09-16 19:00:00,7.1,279.0328063964844
2018-09-16 20:00:00,7.0,278.873291015625
2018-09-16 21:00:00,6.8,278.8046875
2018-09-16 22:00:00,7.1,278.7939453125
2018-09-16 23:00:00,6.9,278.806396484375
2018-09-17 00:00:00,6.9,278.7275390625
2018-09-17 01:00:00,6.8,278.48681640625
2018-09-17 02:00:00,6.3,278.20361328125
2018-09-17 03:00:00,5.5,277.7978515625
2018-09-17 04:00:00,5.5,277.260498046875
2018-09-17 05:00:00,5.4,276.9541015625
2018-09-17 06:00:00,5.2,277.31787109375
2018-09-17 07:00:00,5.6,277.438720703125
2018-09-17 08:00:00,5.9,277.543212890625
2018-09-17 09:00:00,5.9,277.98388671875
2018-09-17 10:00:00,5.6,278.265625
2018-09-17 11:00:00,5.9,278.443115234375
2018-09-17 12:00:00,5.8,278.487060546875
2018-09-17 13:00:00,5.6,278.990966796875
2018-09-17 14:00:00,6.2,278.76171875
2018-09-17 15:00:00,5.6,278.337646484375
2018-09-17 16:00:00,5.7,278.786376953125
2018-09-17 17:00:00,4.9,278.697265625
2018-09-17 18:00:00,5.3,278.0830078125
2018-09-17 19:00:00,5.8,277.8515625
2018-09-17 20:00:00,6.1,277.89208984375
2018-09-17 21:00:00,6.5,277.733642578125
2018-09-17 22:00:00,6.5,277.64453125
2018-09-17 23:00:00,5.7,277.450439453125
2018-09-18 00:00:00,6.0,277.8692932128906
2018-09-18 01:00:00,5.9,278.508544921875
2018-09-18 02:00:00,5.6,278.4395751953125
2018-09-18 03:00:00,5.2,277.9341125488281
2018-09-18 04:00:00,5.4,277.1011962890625
2018-09-18 05:00:00,4.9,276.92510986328125
2018-09-18 06:00:00,4.8,277.242919921875
2018-09-18 07:00:00,4.8,277.40887451171875
2018-09-18 08:00:00,5.8,277.749267578125
2018-09-18 09:00:00,6.0,278.07958984375
2018-09-18 10:00:00,5.6,278.2021484375
2018-09-18 11:00:00,5.7,278.623779296875
2018-09-18 12:00:00,6.7,278.649658203125
2018-09-18 13:00:00,6.4,278.9951171875
2018-09-18 14:00:00,6.0,279.17041015625
2018-09-18 15:00:00,6.1,279.0126953125
2018-09-18 16:00:00,5.7,278.8330078125
2018-09-18 17:00:00,5.4,278.692626953125
2018-09-18 18:00:00,5.7,278.544677734375
2018-09-18 19:00:00,5.8,278.108642578125
2018-09-18 20:00:00,6.3,278.04779052734375
2018-09-18 21:00:00,5.6,277.56036376953125
2018-09-18 22:00:00,5.5,277.572998046875
2018-09-18 23:00:00,5.4,277.4488830566406
2018-09-19 00:00:00,5.2,277.44189453125
2018-09-19 01:00:00,4.4,277.2018127441406
2018-09-19 02:00:00,4.6,277.0912170410156
