time,obs,model
2018-09-16 05:00:00,8.9,5.348108488456164
2018-09-16 06:00:00,8.6,7.267179458210181
2018-09-16 07:00:00,9.1,7.68579876691726
2018-09-16 08:00:00,9.0,7.908427666067008
2018-09-16 09:00:00,8.3,7.719412215393856
2018-09-16 10:00:00,7.0,8.082397039662075
2018-09-16 11:00:00,3.4,8.140411315573603
2018-09-16 12:00:00,4.7,7.185340092414021
2018-09-16 13:00:00,4.9,4.32098902118668
2018-09-16 14:00:00,6.1,3.619152482863062
2018-09-16 15:00:00,6.0,3.7764439581186737
2018-09-16 16:00:00,5.8,4.521553556436184
2018-09-16 17:00:00,7.0,5.7305998887942975
2018-09-16 18:00:00,5.0,6.925753710111629
2018-09-16 19:00:00,6.9,7.407082040140047
2018-09-16 20:00:00,6.7,6.869787563720897
2018-09-16 21:00:00,7.0,7.348179037588634
2018-09-16 22:00:00,6.6,8.605276804344793
2018-09-16 23:00:00,6.9,8.536530031031527
2018-09-17 00:00:00,7.5,8.415403919736962
2018-09-17 01:00:00,8.3,8.131380363668418
2018-09-17 03:00:00,7.3,9.00294446462951
2018-09-17 04:00:00,9.0,9.109091490951627
2018-09-17 05:00:00,7.6,8.336704436954726
2018-09-17 06:00:00,8.4,8.214396553002567
2018-09-17 07:00:00,9.1,8.208360959182441
2018-09-17 08:00:00,9.0,8.424734900404276
2018-09-17 09:00:00,9.2,8.753181968865844
2018-09-17 10:00:00,8.7,9.265405559031933
2018-09-17 11:00:00,8.2,9.090038892538969
2018-09-17 12:00:00,9.3,9.600416619479496
2018-09-17 13:00:00,9.0,9.419315021985327
2018-09-17 14:00:00,9.0,8.017298592493074
2018-09-17 15:00:00,8.6,9.703634497493066
2018-09-17 16:00:00,8.6,10.046671863833852
2018-09-17 17:00:00,7.9,9.869077040971208
2018-09-17 18:00:00,8.3,9.524611065150262
2018-09-17 19:00:00,7.3,9.362769936106774
2018-09-17 20:00:00,8.2,9.199152401565405
2018-09-17 21:00:00,8.5,8.905985296230826
2018-09-17 22:00:00,8.7,9.919739789318719
2018-09-17 23:00:00,7.2,9.75966771420019
2018-09-18 00:00:00,7.8,9.435360697617268
2018-09-18 01:00:00,8.0,9.735486697279708
2018-09-18 02:00:00,9.0,9.26832209375536
2018-09-18 03:00:00,9.1,9.46622284757759
2018-09-18 04:00:00,8.2,9.689065523705382
2018-09-18 05:00:00,8.6,9.299958456623441
2018-09-18 06:00:00,8.1,9.441886640266167
2018-09-18 07:00:00,8.1,8.920393785756811
2018-09-18 08:00:00,8.6,8.656153048306338
2018-09-18 09:00:00,7.9,8.156264031058333
2018-09-18 10:00:00,7.3,8.094000735136525
2018-09-18 11:00:00,8.2,8.173838625665297
2018-09-18 12:00:00,8.3,8.310120206071359
2018-09-18 13:00:00,7.6,7.256967025145748
2018-09-18 14:00:00,8.2,9.28151715340468
2018-09-18 15:00:00,7.1,8.575318480157621
2018-09-18 16:00:00,7.0,8.238451185865856
2018-09-18 17:00:00,7.3,8.151097098620088
2018-09-18 18:00:00,7.5,6.827687823443914
2018-09-18 19:00:00,7.3,6.426771093498852
2018-09-18 20:00:00,6.7,7.471789647296507
2018-09-18 21:00:00,6.9,6.786100419609873
2018-09-18 22:00:00,5.6,5.911187585576608
2018-09-18 23:00:00,6.3,4.477210086231157
2018-09-19 00:00:00,6.1,8.646932386532557
2018-09-19 01:00:00,7.9,7.319221732869031
2018-09-19 02:00:00,7.1,6.496747597036506
2018-09-19 03:00:00,7.2,6.271522087047934
2018-09-19 04:00:00,6.4,8.606829535225936
2018-09-19 05:00:00,8.5,7.485418258937203
2018-09-19 06:00:00,7.2,7.024790055473995
2018-09-19 07:00:00,7.3,6.932981652119314
2018-09-19 08:00:00,7.0,6.873699273260269
2018-09-19 09:00:00,7.0,6.527251119087641
2018-09-19 10:00:00,7.8,6.818905400114661
2018-09-19 11:00:00,6.3,7.373759019829678
2018-09-19 12:00:00,6.6,7.5263820760403215
2018-09-19 13:00:00,6.4,7.672932289750491
2018-09-19 14:00:00,7.5,7.805703831083011
2018-09-19 15:00:00,7.1,8.102375162652443
2018-09-19 16:00:00,6.3,8.277436843211754
2018-09-19 17:00:00,6.7,8.65709167134406
2018-09-19 18:00:00,7.1,7.392955323930401
2018-09-19 19:00:00,6.7,6.952028475247659
2018-09-19 20:00:00,7.5,7.282994662979394
2018-09-19 21:00:00,6.7,6.858927023473138
2018-09-19 22:00:00,7.0,7.174733375619645
2018-09-19 23:00:00,6.4,7.262555530224182
2018-09-20 00:00:00,7.0,7.581987226575568
2018-09-20 01:00:00,7.2,7.450288948753724
2018-09-20 02:00:00,8.1,8.028972139428724
2018-09-20 03:00:00,7.7,8.504688989154518
2018-09-20 04:00:00,8.2,8.217630868582816
2018-09-20 05:00:00,7.2,8.565405582371879
2018-09-20 06:00:00,8.5,8.416531652998042
2018-09-20 07:00:00,7.4,9.175888093380722
2018-09-20 08:00:00,7.4,9.299545391825824
2018-09-20 09:00:00,7.3,10.138151693034414
2018-09-20 10:00:00,6.2,9.075827013905021
2018-09-20 11:00:00,6.8,9.43584341705663
2018-09-20 12:00:00,8.3,8.975496207203664
2018-09-20 13:00:00,8.7,9.718157293271076
2018-09-20 14:00:00,9.5,9.17700426209787
2018-09-20 15:00:00,9.7,10.13302633255485
2018-09-20 16:00:00,9.8,10.510108441665405
